alias,activities,address,venue_id,venue_name,location_name,display_rating_total,display_rating_average
jazzercise-washington-dc-ne-church-of-the-redeemer,Dance,"Address(address_line0=, address_line1=1423 Girard Street Northeast, address_line2=, city=Washington, state=DC, zip_code=20017)",52675,Jazzercise Washington DC NE ,,6,5.0
rev-pilates-gym-fairfax-fxmi,"Stretching,Pilates,Strength Training,Yoga","Address(address_line0=, address_line1=10621-E Braddock Rd, address_line2=, city=Fairfax, state=VA, zip_code=22033)",57602,REV Pilates Gym,Fairfax,23,4.304348
saint-paul-ballet,Dance,"Address(address_line0=null, address_line1=655 Fairview Ave N, address_line2=null, city=Saint Paul, state=MN, zip_code=55104)",28341,Saint Paul Ballet,St. Anthony Park,100+,4.826087
pilgers-womens-bootcamp-and-boxing-columbus,"Boxing,Strength Training","Address(address_line0=null, address_line1=1034 Goodale Blvd, address_line2=null, city=Columbus, state=OH, zip_code=43212)",32625,Pilger's Women's Bootcamp and Boxing,Grandview Heights,100+,4.657778
relentless-fit-factory-columbus,"Dance,Strength Training","Address(address_line0=null, address_line1=4712 Poth Road suite In the air commerce complex, address_line2=null, city=Columbus, state=null, zip_code=43230)",72757,Relentless Fit Factory,Columbus,1,5.0
o2-fitness-carrboro,Gym Time,"Address(address_line0=null, address_line1=503 W Main St, address_line2=null, city=Carrboro, state=NC, zip_code=27510)",83916,O2 Fitness,Chapel Hill,1,5.0
two-left-feet-dance-studio-gaithersburg-lskg,Dance,"Address(address_line0=, address_line1=217 Market Street West, address_line2=, city=Gaithersburg, state=MD, zip_code=20878)",56727,Two Left Feet Dance Studio,Kentlands,13,4.923077
advantage-trainers-falls-church,"Personal Training,Strength Training","Address(address_line0=, address_line1=100A E. Fairfax St , address_line2=, city=Falls Church, state=VA, zip_code=22046)",50623,Advantage Trainers,,9,4.4444447
jazzercise-washington-dc-nw-josephine-butler-park-center,Dance,"Address(address_line0=, address_line1=2437 15th Street Northwest, address_line2=, city=Washington, state=DC, zip_code=20009)",52674,Jazzercise Washington DC NW ,,36,4.7777777
pandc-acumed-and-bodyworks-redondo-beach,"Acupuncture,Massage","Address(address_line0=null, address_line1=2925 182nd Street, address_line2=null, city=Redondo Beach, state=CA, zip_code=90278)",71997,P&C AcuMed and Bodyworks,Redondo Beach,10,5.0
jazzercise-corona-fitness-center,Dance,"Address(address_line0=, address_line1=762 N Main St, address_line2=, city=Corona, state=CA, zip_code=92880)",49750,Jazzercise,Corona,11,4.5454545
rhiannan-nicholes-premier-pole-lake-forest,Dance,"Address(address_line0=, address_line1=24412 Muirlands Blvd Suite L, address_line2=, city=Lake Forest, state=CA, zip_code=92630)",41087,Rhiannan Nichole's Premier Pole,Lake Forest,80,4.85
dance-elite-lynnwood,"Dance,Yoga","Address(address_line0=, address_line1=1211 164th St SW, address_line2=Suite 103, city=Lynnwood, state=WA, zip_code=98087)",42659,Dance Elite,Mountlake Terrace,40,4.625
the-fitness-break-arlington,"Yoga,Strength Training","Address(address_line0=, address_line1=1125 Patrick Henry Dr., address_line2=, city=Arlington, state=VA, zip_code=22205)",59611,The Fitness Break,Arlington,8,4.75
gracie-fighter-san-francisco,Martial Arts,"Address(address_line0=, address_line1=1500 16th Street, address_line2=, city=San Francisco, state=CA, zip_code=94103)",45347,Gracie Fighter San Francisco,,18,4.3333335
classic-pilates-uptown-turtle-creek-dallas,Pilates,"Address(address_line0=null, address_line1=3303 Lee Pkwy, address_line2=Suite 105, city=Dallas, state=TX, zip_code=75219)",24451,Classic Pilates,Oak Lawn,5000+,4.6872525
relax-holistic-west-hollywood,"Acupuncture,Massage","Address(address_line0=null, address_line1=8730 Santa Monica Blvd, address_line2=Unit E, city=West Hollywood, state=CA, zip_code=90069)",52286,Relax Holistic,West Hollywood,93,4.4301076
the-fit-60-yorba-linda,Strength Training,"Address(address_line0=null, address_line1=22343 East La Palma Avenue, address_line2=null, city=Yorba Linda, state=CA, zip_code=92887)",73191,The Fit 60,Corona,4,4.75
lake-tahoe-yoga-ltd-zephyr-cove,Yoga,"Address(address_line0=, address_line1=100 Mcfaul Way, address_line2=, city=Zephyr Cove, state=NV, zip_code=89448)",47792,Lake Tahoe Yoga LTD,South Lake Tahoe,6,4.8333335
eb-flow-yoga-studio-chicago,Yoga,"Address(address_line0=, address_line1=2125 W. North Ave, 2nd floor, address_line2=, city=Chicago, state=IL, zip_code=60647)",23466,Eb & Flow Yoga Studio,Bucktown,5000+,4.723218
ruby-dance-seattle,Dance,"Address(address_line0=null, address_line1=418 North 35th Street, address_line2=null, city=Seattle, state=WA, zip_code=98103)",70703,Ruby Dance,West Seattle,7,5.0
capital-aikikai-silver-spring,Martial Arts,"Address(address_line0=, address_line1=923 Sligo Ave, address_line2=, city=Silver Spring, state=MD, zip_code=20910)",50927,Capital Aikikai,,9,5.0
koguryo-martial-arts-westerville,Martial Arts,"Address(address_line0=null, address_line1=5953 S Sunbury Rd, address_line2=null, city=Westerville, state=OH, zip_code=43081)",27748,Koguryo Martial Arts,Westerville,14,4.642857
1440-health-bethesda,Stretching,"Address(address_line0=, address_line1=4401 East West Highway, address_line2=, city=Bethesda, state=MD, zip_code=20814)",70297,1440 Health,,4,5.0
alicia-miller-seattle,"Low-credit livestreams,Livestream strength training,Livestream yoga","Address(address_line0=null, address_line1=1052 East Thomas Street, address_line2=null, city=Seattle, state=WA, zip_code=98102)",80001,Alicia Miller,,8,4.875
jump-climb-extreme-frederick,"Gym Time,Strength Training","Address(address_line0=, address_line1=1845 Brookfield Ct , address_line2=Ste 204, city=Frederick, state=MD, zip_code=21701)",53873,Jump Climb Extreme,Frederick,5,5.0
victory-fitness-center-east-club-columbus,"Dance,Yoga,Strength Training","Address(address_line0=, address_line1=3981 East Broad Street, address_line2=, city=Columbus, state=OH, zip_code=43213)",58076,Victory Fitness Center,,7,4.714286
rooted-pilates-washington,"Pilates,Postnatal,Prenatal","Address(address_line0=, address_line1=1301 Pennsylvania Avenue Southeast, address_line2=, city=Washington, state=DC, zip_code=20003)",68862,Rooted Pilates,,7,4.714286
terry-fit-los-angeles,"Massage,Sports recovery","Address(address_line0=, address_line1=11701 Wilshire Blvd, address_line2=Suite 14B-1, city=Los Angeles, state=CA, zip_code=90025)",59176,Terry Fit ,Brentwood,9,5.0
live2dance-seattle,Dance,"Address(address_line0=, address_line1=2523 3rd Avenue, address_line2=, city=Seattle, state=WA, zip_code=98121)",74343,Live2dance Seattle,Belltown,12,4.5
john-welborn-fitness-fairview,Strength Training,"Address(address_line0=, address_line1=1515 NE Village St, address_line2=, city=Fairview, state=OR, zip_code=97024)",39684,John Welborn Fitness,Gresham,5,4.8
fitness-image-results-at-home-herndon,"Livestream HIIT,Livestream strength training","Address(address_line0=, address_line1=814 Ferndale Ave, address_line2=, city=Herndon, state=VA, zip_code=20170)",40796,Fitness Image Results ,Herndon,22,4.1363635
strength-factory-indianapolis,"Boxing,Strength Training","Address(address_line0=, address_line1=2420 East 55th Place, address_line2=, city=Indianapolis, state=IN, zip_code=46220)",54111,Strength Factory,Broad Ripple,2,4.5
one-more-rep-gahanna,Strength Training,"Address(address_line0=, address_line1=4289 Morse Road, address_line2=, city=Gahanna, state=OH, zip_code=43230)",46625,One More Rep,Gahanna,45,4.5555553
lululemon-washington-square-portland,"Yoga,Strength Training","Address(address_line0=, address_line1=9355 Southwest Washington Square Road, address_line2=, city=Portland, state=OR, zip_code=97223)",56683,lululemon ,,6,4.3333335
pure-threading-salon-fullerton,"Facial,Blowout,Hair removal","Address(address_line0=null, address_line1=581 South Euclid Street, address_line2=null, city=Fullerton, state=CA, zip_code=92832)",72857,Pure Threading Salon,Fullerton,11,4.6363635
peace-love-fitness-with-angie-lancaster,,"Address(address_line0=null, address_line1=, address_line2=, city=Lancaster, state=OH, zip_code=)",80618,"Peace, Love, Fitness With Angie",,6,3.3333333
phlex-fitness-grandview-heights-columbus,"Livestream strength training,Livestream dance","Address(address_line0=null, address_line1=935 King Avenue, address_line2=null, city=Columbus, state=OH, zip_code=43212)",80126,Phlex Fitness ,Franklinton,1,1.0
shape-fitness-24hrs-pataskala,Gym Time,"Address(address_line0=, address_line1=580 East Broad Street, address_line2=, city=Pataskala, state=OH, zip_code=43062)",56048,Shape Fitness 24hrs,,1,1.0
club-pilates-upland,Pilates,"Address(address_line0=null, address_line1=1118 East 19th Street, Suite C, address_line2=null, city=Upland, state=CA, zip_code=91784)",82116,Club Pilates ,Upland,1,5.0
the-smart-studio-saint-louis,Strength Training,"Address(address_line0=, address_line1=2266 S Compton Ave, address_line2=, city=Saint Louis, state=MO, zip_code=63104)",47356,The Smart Studio,Tower Grove,12,4.6666665
werkout-san-francisco,Strength Training,"Address(address_line0=Dolores Park, address_line1=3773 18th St, address_line2=MULTIPLE LOCATIONS IN THE CITY- please read your reservation reminder email for meeting point, city=San Francisco, state=CA, zip_code=94114)",23220,WERKout,Mission,1000+,4.8418155
relaxsation-massage-therapy-and-nails-boston,Manicure,"Address(address_line0=null, address_line1=25 Kingston Street, address_line2=null, city=Boston, state=MA, zip_code=02111)",86141,RelaxSation Massage Therapy & Nails,Downtown Crossing,5,4.8
row-house-walnut-creek,Rowing,"Address(address_line0=null, address_line1=1845 Ygnacio Valley Rd, address_line2=null, city=Walnut Creek, state=CA, zip_code=94598)",67030,Row House,Walnut Creek,3,4.3333335
my-house-fitness-oakton,Strength Training,"Address(address_line0=, address_line1=2946 Chain Bridge Rd, address_line2=, city=Oakton, state=VA, zip_code=22124)",39364,My House Fitness (Oakton),Palisades,43,4.72093
coolidge-yoga-south-end-boston,"Yoga,Prenatal","Address(address_line0=null, address_line1=15 Worcester St, address_line2=null, city=Boston, state=MA, zip_code=02118)",35385,Coolidge Yoga,South End,1000+,4.7827654
north-shore-winter-club-nswc-north-vancouver,Strength Training,"Address(address_line0=, address_line1=1325 Keith Rd E, address_line2=, city=North Vancouver, state=BC, zip_code=V7J 1J3)",39323, North Shore Winter Club (NSWC),North Vancouver,100+,4.688889
commotion-fitness-germantown,Strength Training,"Address(address_line0=, address_line1=13220 Wisteria Drive, address_line2=, city=Germantown, state=MD, zip_code=20874)",57890,CoMMotion,Germantown,22,4.181818
liisa-pruzek-yoga-west-linn,Yoga,"Address(address_line0=, address_line1=2008 Willamette Falls Drive , address_line2=Suite 200B, city=West Linn, state=OR, zip_code=97068)",59079,Liisa Pruzek Yoga,West Linn,5,4.6
phenom-strength-and-conditioning-ashburn,Strength Training,"Address(address_line0=, address_line1=21690 Red Rum Drive. #107, address_line2=, city=Ashburn, state=VA, zip_code=20147)",54604,Phenom Strength & Conditioning,Ashburn,7,5.0
crossfit-hydraulic-chantilly,Strength Training,"Address(address_line0=, address_line1=14550 Lee Rd, address_line2=, city=Chantilly, state=VA, zip_code=20151)",68135,CrossFit Hydraulic,,3,5.0
pitfit365-waldorf,Strength Training,"Address(address_line0=, address_line1=14b Irongate Dr, address_line2=, city=Waldorf, state=MD, zip_code=20602)",73064,PITFIT365,Waldorf,3,5.0
spa-logic-washington,"Haircut,Pedicure,Manicure","Address(address_line0=null, address_line1=1721 Connecticut Avenue Northwest, address_line2=null, city=Washington, state=DC, zip_code=20009)",84239,Spa Logic,,14,4.642857
dr-amor-santiago-san-francisco,Massage,"Address(address_line0=, address_line1=550 Battery Street, address_line2=suite 1405, city=San Francisco, state=CA, zip_code=94111)",70589,Dr Amor Santiago,Financial District,31,4.967742
the-markham-gym,Gym Time,"Address(address_line0=, address_line1=8339 Kennedy Rd, address_line2=, city=Markham, state=ON, zip_code=L3R 5T5)",58897,The Markham Gym,Markham,43,4.5348835
yihan-spa-new-york,"Spa,Massage","Address(address_line0=, address_line1=926 2nd Ave, address_line2=, city=New York, state=NY, zip_code=10022)",39866,Yihan Spa,Midtown East,5000+,4.7495894
happiness-yoga-llc-fairfax-station,Yoga,"Address(address_line0=, address_line1=8400 Durga Place, address_line2=, city=Fairfax Station, state=VA, zip_code=22039)",51299,Happiness Yoga LLC,Lorton,19,4.4210525
jazzercise-washington-dc-ne-our-redeemer-lutheran-church,Dance,"Address(address_line0=, address_line1=1725 Michigan Avenue Northeast, address_line2=, city=Washington, state=DC, zip_code=20017)",52676,Jazzercise Washington DC NE - Our Redeemer Lutheran Church,,3,5.0
jazzercise-clackamas,"Dance,Strength Training","Address(address_line0=, address_line1=13180 SE Sunnyside Road, address_line2=, city=Clackamas, state=OR, zip_code=97015)",51057,Jazzercise,Happy Valley,13,4.3846154
sproing-sport-urbana-frederick,"Strength Training,Running","Address(address_line0=, address_line1=3538 Worthington Boulevard, address_line2=, city=Frederick, state=MD, zip_code=21704)",51009,Sproing Sport ,Frederick,7,4.142857
mibody-health-fitness-toronto,"Yoga,Strength Training","Address(address_line0=null, address_line1=2788 Lake Shore Blvd W, address_line2=null, city=Toronto, state=ON, zip_code=M8V 1H5)",34232,MiBody Health & Fitness,Etobicoke,100+,4.873626
vrtu-muay-thai-and-fitness-toronto,"Strength Training,Martial Arts","Address(address_line0=, address_line1=243 Eglinton Avenue West Lower Level, address_line2=, city=Toronto, state=ON, zip_code=M4R 1B1)",72971,VRTU Muay Thai & Fitness,Midtown,28,4.964286
acupuncture-stem-cell-santa-monica,"Cupping,Acupuncture","Address(address_line0=, address_line1=2716 Ocean Park Boulevard Suite 1063, address_line2=, city=Santa Monica, state=CA, zip_code=90405)",56192,Acupuncture Stem Cell,Santa Monica,8,4.75
arthur-murray-dance-studio-columbus,Dance,"Address(address_line0=, address_line1=5371 N High St, address_line2=, city=Columbus, state=OH, zip_code=43214)",48922,Arthur Murray Dance Studio,Clintonville,19,4.631579
virginia-okinawan-karate-dojo-alexandria,Martial Arts,"Address(address_line0=, address_line1=6416 Grovedale Dr., address_line2=, city=Alexandria, state=VA, zip_code=22310)",50637,Virginia Okinawan Karate Dojo,Alexandria,8,5.0
georgia-strength-athens,Strength Training,"Address(address_line0=, address_line1=1337 West Hancock Ave, address_line2=, city=Athens, state=GA, zip_code=63060)",53865,Georgia Strength,,21,4.2380953
ready-set-grow-vancouver,"Dance,Pilates,Yoga,Prenatal","Address(address_line0=, address_line1=800 Franklin Street, address_line2=Suite 200, city=Vancouver, state=WA, zip_code=98660)",56451,Ready Set GROW,,22,4.818182
9round-fitness-bonney-lake,Boxing,"Address(address_line0=null, address_line1=20825 Washington 410, address_line2=null, city=Bonney Lake, state=WA, zip_code=98391)",59999,9Round Fitness,,6,4.8333335
sf-swedish-massage-san-francisco,Massage,"Address(address_line0=null, address_line1=1200 Waller Street, address_line2=null, city=San Francisco, state=CA, zip_code=94117)",72983,SF Swedish Massage,Haight,48,4.8541665
brahma-kumaris-meditation-center-san-francisco,Yoga,"Address(address_line0=, address_line1=401 Baker Street, address_line2=, city=San Francisco, state=CA, zip_code=94117)",68872,Brahma Kumaris Meditation Center,,11,5.0
performance-7-fitness-ballwin,Strength Training,"Address(address_line0=null, address_line1=339 Clarkson Road, address_line2=null, city=Ballwin, state=MO, zip_code=63011)",84303,Performance 7 Fitness,Ballwin,1,5.0
move-with-moe-fitness-bootcamp-webster-groves,Strength Training,"Address(address_line0=, address_line1=315 West Pacific Avenue, address_line2=, city=Webster Groves, state=, zip_code=63119)",56940,Move with Moe Fitness Bootcamp,,4,4.75
mj-performing-arts-academy-llc-webster-groves,"Dance,Aerial,Yoga","Address(address_line0=, address_line1=15 S Old Orchard, address_line2=, city=Webster Groves, state=MO, zip_code=63119)",50190,MJ Performing Arts Academy LLC,Webster Groves,12,4.5833335
studio-deep-roots-seattle,Dance,"Address(address_line0=null, address_line1=9728 Greenwood Avenue North, address_line2=, city=Seattle, state=WA, zip_code=98103)",61145,Studio Deep Roots,,5,5.0
enshin-karate-ashburn,"Boxing,Martial Arts","Address(address_line0=, address_line1=21770 Beaumeade Circle, address_line2=#125, city=Ashburn, state=VA, zip_code=20147)",50051,Enshin Karate,Ashburn,4,4.75
laurie-granger-boot-camps-arlington,Strength Training,"Address(address_line0=, address_line1=1516 N. Lincoln Street, address_line2=, city=Arlington, state=VA, zip_code=22201)",41705,Laurie Granger Boot Camps,Arlington,63,4.9365077
shape-me-group-fitness-st-paul-saint-paul,"Dance,Pilates,Yoga,Strength Training","Address(address_line0=null, address_line1=2770 Rice Street, address_line2=, city=Saint Paul, state=MN, zip_code=55113)",62057,Shape Me Group Fitness,,13,4.6923075
body-and-brain-yoga-tai-chi-vienna,"Yoga,Strength Training","Address(address_line0=, address_line1=123 Church St NW, address_line2=, city=Vienna, state=VA, zip_code=22180)",58582,Body & Brain Yoga Tai Chi,Vienna,11,4.6363635
anytime-fitness-arden-hills,Gym Time,"Address(address_line0=, address_line1=3673 Lexington Avenue North, address_line2=, city=Arden Hills, state=MN, zip_code=55126)",52964,Anytime Fitness,Arden Hills,25,4.28
brazilian-zouk-seattle,Dance,"Address(address_line0=, address_line1=12524 Lake City Way NE, address_line2=, city=Seattle, state=WA, zip_code=98125)",56266,Brazilian Zouk,Northgate,6,5.0
teamdunston-arlington,Strength Training,"Address(address_line0=, address_line1=2700 S Quincy St, address_line2=Suite 100A (Lvl B), city=Arlington, state=VA, zip_code=22206)",31318,TeamDunston,Alexandria,48,4.7916665
cyclebar-castle-pines-castle-rock,Cycling,"Address(address_line0=, address_line1=562 E Castle Pines Pkwy Suite C1 & C2, address_line2=, city=Castle Rock, state=CO, zip_code=80108)",45527,CycleBar,Castle Rock,500+,4.8184614
harmony-wellness-center-los-angeles,Cupping,"Address(address_line0=, address_line1=11540 Santa Monica Boulevard, address_line2=, city=Los Angeles, state=CA, zip_code=90025)",55495,Harmony Wellness Center,West LA,43,4.6976743
bz-body-fitness-eden-prairie,Strength Training,"Address(address_line0=, address_line1=7000 Washington Avenue South, address_line2=, city=Eden Prairie, state=MN, zip_code=55344)",43866,Bz Body Fitness,Eden Prairie,43,4.6511626
all-in-1-fitness-spring-park,Strength Training,"Address(address_line0=null, address_line1=4150 Shoreline Drive, address_line2=null, city=Spring Park, state=MN, zip_code=55384)",72848,All in 1 fitness,Shoreview,4,5.0
muevelo-dmv-ashburn,Dance,"Address(address_line0=, address_line1=44710 Cape Ct, Suite 128, address_line2=, city=Ashburn, state=VA, zip_code=20147)",49994,Muevelo DMV ,Ashburn,5,5.0
crossfit-minnetonka,Strength Training,"Address(address_line0=, address_line1=2806 Hedberg Drive, address_line2=, city=Minnetonka, state=MN, zip_code=55305)",73608,CrossFit Minnetonka,Minnetonka,9,4.3333335
balance-chestnut-hill-philadelphia,"Dance,Rowing,Low-credit livestreams,Boxing,Barre,Livestream HIIT,Pilates,Meditation,Strength Training,Yoga,Cycling","Address(address_line0=null, address_line1=12 W Willow Grove Ave, address_line2=, city=Philadelphia, state=PA, zip_code=19118)",25976,Balance Chestnut Hill,Chestnut Hill,1000+,4.828394
gta-lash-dolls-toronto,,"Address(address_line0=null, address_line1=82 Power Street, address_line2=null, city=Toronto, state=ON, zip_code=M5A 3A7)",75331,GTA Lash Dolls,Old Toronto,3,5.0
channels-of-wellness-toronto,,"Address(address_line0=null, address_line1=782 Gordon Baker Road, address_line2=null, city=Toronto, state=ON, zip_code=M2H 3B4)",72033,Channels of wellness,,3,5.0
conscious-human-medicine-santa-monica,Sauna,"Address(address_line0=, address_line1=1137 2nd Street, address_line2=Suite #116, city=Santa Monica, state=CA, zip_code=90403)",45658,Conscious Human Medicine,Santa Monica,9,4.888889
hall-of-fitness-durham,Dance,"Address(address_line0=, address_line1=3823 Guess Rd, address_line2=, city=Durham, state=NC, zip_code=27705)",39256,Hall of Fitness,Durham,1,5.0
the-yoga-room-minneapolis,"Low-credit livestreams,Yoga,Livestream yoga","Address(address_line0=null, address_line1=4153 North Thomas Avenue, address_line2=null, city=Minneapolis, state=null, zip_code=55412)",75789,The Yoga Room,Robbinsdale,11,4.818182
sirona-live-san-francisco,Livestream yoga,"Address(address_line0=null, address_line1=548 Market St. #35577, address_line2=null, city=San Francisco, state=CA, zip_code=94104)",82995,Sirona Live,,5,4.8
heart-of-san-francisco-aikido,Martial Arts,"Address(address_line0=null, address_line1=2101 Mariposa St, address_line2=null, city=San Francisco, state=CA, zip_code=94107)",29808,Heart of San Francisco Aikido,Potrero Hill,51,4.7843137
a-step-ahead-dance-center-nottingham,Dance,"Address(address_line0=, address_line1=4969 Mercantile Road, address_line2=Suite E, city=Nottingham, state=MD, zip_code=21236)",73680,A Step Ahead Dance Center,Nottingham,3,1.6666666
us-cryotherapy-studio-city-los-angeles,"Cryotherapy,Facial","Address(address_line0=, address_line1=11404 Ventura Blvd., address_line2=, city=Los Angeles, state=CA, zip_code=91604)",74755,US Cryotherapy,Studio City,11,4.818182
la-pista-argentine-tango-san-francisco,Dance,"Address(address_line0=null, address_line1=3450 3rd St, address_line2=Unit 5H, city=San Francisco, state=CA, zip_code=94124)",32980,La Pista - Argentine Tango,India Basin,100+,4.75
g-werx-fitness-minneapolis,Strength Training,"Address(address_line0=null, address_line1=428 S 2nd St, address_line2=Suite 100, city=Minneapolis, state=MN, zip_code=55401)",25202,G-Werx Fitness,Savage,1000+,4.4848485
studio33-bellevue,Dance,"Address(address_line0=, address_line1=1632 116th Ave NE, address_line2=, city=Bellevue, state=WA, zip_code=98004)",39006,Studio33,Bellevue,41,4.365854
gracie-barra-northeast-seattle,Martial Arts,"Address(address_line0=, address_line1=8507 35th Avenue Northeast, address_line2=, city=Seattle, state=WA, zip_code=98115)",72712,Gracie Barra,Northgate,4,5.0
my-gym-chantilly,"Livestream strength training,Livestream stretching,Livestream dance","Address(address_line0=null, address_line1=4300 Chantilly Shopping Center, address_line2=null, city=Chantilly, state=VA, zip_code=20151)",80280,My Gym Chantilly,,11,4.909091
out-lashed-beauty-los-angeles,Lashes,"Address(address_line0=, address_line1=1623 2nd Ave, address_line2=, city=Los Angeles, state=CA, zip_code=90019)",62073,Out Lashed Beauty,Venice,4,5.0
tru-strength-ashburn,Strength Training,"Address(address_line0=null, address_line1=42910 Winkel Dr, address_line2=null, city=Ashburn, state=VA, zip_code=20147)",77334,Tru = Strength,Ashburn,2,4.5
skin-and-wellness-centre-falls-church-qbkt,Yoga,"Address(address_line0=null, address_line1=929 West Broad Street, address_line2=Suite 101, city=Falls Church, state=VA, zip_code=22046)",61496,Skin and Wellness Centre,,9,4.6666665
team-quest-mma-fitness-portland,Martial Arts,"Address(address_line0=null, address_line1=18206 SE Stark St, address_line2=null, city=Portland, state=OR, zip_code=97233)",29735,Team Quest MMA & Fitness,Gresham,34,4.7352943
fusion-360-reston,"Boxing,Yoga,Strength Training,Cycling","Address(address_line0=, address_line1=11130D South Lakes Dr, address_line2=, city=Reston, state=VA, zip_code=20191)",69923,Fusion 360,Reston,6,4.8333335
pilates-indy-inc-southside-greenwood,"Pilates,Livestream pilates,Yoga","Address(address_line0=, address_line1=1273 North Emerson Avenue, address_line2=, city=Greenwood, state=IN, zip_code=46143)",69644,"Pilates Indy, Inc.",Greenwood,12,4.1666665
modern-acupuncture-brea,Acupuncture,"Address(address_line0=, address_line1=207 West Imperial Highway Suite B304, address_line2=, city=Brea, state=CA, zip_code=92821)",55854,Modern Acupuncture,Brea,23,4.695652
envision-fitness-hopkins,"Gym Time,Strength Training","Address(address_line0=, address_line1=7900 Excelsior Boulevard Hopkins MN 55343, Ste 770, address_line2=, city=Hopkins, state=, zip_code=55343)",72756,Envision Fitness,,4,4.75
our-fit-club-fishers,Martial Arts,"Address(address_line0=, address_line1=13578 East 131st Street, Suite 108, address_line2=, city=Fishers, state=IN, zip_code=46037)",49348,Our Fit Club,Fishers,6,4.8333335
starfit-studio-arlington,"Yoga,Strength Training","Address(address_line0=, address_line1=2499 North Harrison Street, address_line2= LL3, city=Arlington, state=VA, zip_code=22207)",61127,StarFit Studio ,Arlington,2,5.0
academy-of-lions-toronto,"Gymnastics,Strength Training","Address(address_line0=, address_line1=64 Ossington Ave, address_line2=, city=Toronto, state=ON, zip_code=M6J 2Y7)",49202,Academy of Lions,Queen West,74,4.918919
heart-n-soul-studio-fairfax,Yoga,"Address(address_line0=, address_line1=9493-C Silver King Court, address_line2=, city=Fairfax , state=VA, zip_code=22180)",48284,Heart n Soul Studio,Vienna,7,4.714286
warrior-spirit-fitness-self-defense-fairfax,Martial Arts,"Address(address_line0=, address_line1=2929 Eskridge Rd E, address_line2=, city=Fairfax, state=VA, zip_code=22031)",28950,Warrior Spirit Fitness & Self-Defense,Mosaic District,21,4.857143
studio-6-pilates-and-wellness-hopkins,"Livestream HIIT,Livestream pilates,Livestream strength training,Livestream stretching,Livestream yoga,Livestream dance","Address(address_line0=, address_line1=6th Ave N, address_line2=, city=Hopkins, state=MN, zip_code=55343)",80652,Studio 6 Pilates and Wellness,Hopkins,10,4.8
title-boxing-club-coon-rapids,Boxing,"Address(address_line0=, address_line1=12475 Riverdale Blvd, address_line2=, city=Coon Rapids, state=MN, zip_code=55433)",40235,TITLE Boxing Club,Coon Rapids,60,4.766667
the-barre-code-carmel,"Livestream barre,Livestream HIIT,Livestream strength training,Livestream boxing","Address(address_line0=null, address_line1=2169 Glebe Street, Suite 200, address_line2=, city=Carmel, state=IN, zip_code=46032)",79720,The Barre Code ,Carmel,5,4.6
peak-performance-fitness-indianapolis,"Dance,Gym Time,Pilates,Strength Training,Yoga,Cycling","Address(address_line0=null, address_line1=5028 East 62nd Street, address_line2=null, city=Indianapolis, state=IN, zip_code=46220)",84532,Peak Performance Fitness,Carmel,2,5.0
maryville-boxing-and-personal-training,"Boxing,Strength Training","Address(address_line0=null, address_line1=2541 Vandalia Street, address_line2=null, city=Maryville, state=IL, zip_code=62062)",70435,Maryville Boxing and Personal Training,Richmond Heights,1,4.0
pure-barre-eden-prairie,Barre,"Address(address_line0=, address_line1=582 Prairie Center Drive, address_line2=Suite 225, city=Eden Prairie, state=MN, zip_code=55344)",66882,Pure Barre,Eden Prairie,3,5.0
modern-acupuncture-aliso-viejo,Acupuncture,"Address(address_line0=, address_line1=27054 La Paz Road, address_line2=, city=Aliso Viejo, state=CA, zip_code=92656)",55852,Modern Acupuncture,Aliso Viejo,15,4.8
305-fitness-liv-tison-minneapolis,Dance,"Address(address_line0=, address_line1=5600 S 34th Ave, address_line2=, city=Minneapolis, state=, zip_code=55147)",58034,305 Fitness,Nokomis,9,4.7777777
bbg-fitness-potomac-overlook-park-arlington,"Strength Training,Outdoors","Address(address_line0=, address_line1=2845 Marcey Road, address_line2=, city=Arlington, state=VA, zip_code=22207)",52532,BbG Fitness ,,8,4.875
vh-spa-at-hotel-valley-ho-scottsdale,,"Address(address_line0=null, address_line1=6850 E Main St, address_line2=null, city=Scottsdale, state=AZ, zip_code=85251)",31515,VH Spa at Hotel Valley Ho,South Scottsdale,100+,4.9358287
fxb-brooklyn-park,"Boxing,Strength Training","Address(address_line0=null, address_line1=9618 Colorado Lane North, address_line2=null, city=Brooklyn Park, state=MN, zip_code=55445)",84214,FXB,Oakdale,4,5.0
seeking-solace-yoga-overland-park,Yoga,"Address(address_line0=, address_line1=9200 Glenwood St, address_line2=, city=Overland Park, state=KS, zip_code=66212)",41173,Seeking Solace Yoga,Overland Park,12,4.0833335
moving-beyond-minneapolis,Yoga,"Address(address_line0=null, address_line1=711 West Lake Street, address_line2=null, city=Minneapolis, state=MN, zip_code=55408)",74740,Moving Beyond,Uptown,8,4.625
northwest-gymnastics-school-new-hope,"Gymnastics,Strength Training","Address(address_line0=null, address_line1=3980 Quebec Avenue North, address_line2=, city=New Hope, state=MN, zip_code=55427)",61099,Northwest Gymnastics School,,2,5.0
transform-fitness-new-york,"Aerial,Strength Training","Address(address_line0=, address_line1=133 E 58th St, address_line2=Suite 902, city=New York, state=NY, zip_code=10022)",37928,Transform Fitness,Midtown East,1000+,4.8754096
