alias,activities,address,venue_id,venue_name,location_name,display_rating_total,display_rating_average
fit4mom-stroller-strides-escondido,"Postnatal,Prenatal","Address(address_line0=Kit Carson Park, address_line1=3333 Bear Valley Pkwy, address_line2=, city=Escondido, state=CA, zip_code=92025)",36690,FIT4MOM,Escondido,0,0.0
evolving-pilates-el-cajon,"Pilates,Livestream pilates,Outdoors","Address(address_line0=null, address_line1=1745 Berrydale Street, address_line2=null, city=El Cajon, state=CA, zip_code=92021)",83064,Evolving Pilates,El Cajon,0,0.0
rkm-martial-arts-escondido,Martial Arts,"Address(address_line0=, address_line1=347 W Felicita Ave, address_line2=, city=Escondido, state=CA, zip_code=92025)",48517,RKM Martial Arts,Escondido,1,5.0
fit4mom-santee-mast-park,"Strength Training,Postnatal","Address(address_line0=null, address_line1=9125 Carlton Hills Boulevard, address_line2=, city=Santee, state=CA, zip_code=92071)",83254,FIT4MOM ,Santee,0,0.0
mannas-martial-arts-san-diego,Boxing,"Address(address_line0=null, address_line1=12285 World Trade Drive, address_line2=, city=San Diego, state=CA, zip_code=92128)",62385,Manna's Martial Arts,,0,0.0
sweat-san-diego-la-mesa,Strength Training,"Address(address_line0=, address_line1=5949 Severin Dr, address_line2=, city=La Mesa, state=CA, zip_code=91942)",42489,Sweat San Diego,La Mesa,5,4.2
evolving-pilates-in-la-mesita-park-la-mesa,"Pilates,Livestream pilates,Outdoors","Address(address_line0=null, address_line1=8855 Dallas Street, address_line2=null, city=La Mesa, state=CA, zip_code=91942)",83062,Evolving Pilates in la Mesita Park,La Mesa,0,0.0
fit4drums-dance-dayz-studio-la-mesa,Dance,"Address(address_line0=null, address_line1=5500 Grossmont Center Drive, # 106, address_line2=null, city=La Mesa, state=CA, zip_code=91942)",86185,Fit4Drums,La Mesa,0,0.0
united-states-karate-academy-eastlake-chula-vista,Martial Arts,"Address(address_line0=, address_line1=2445 Fenton St, address_line2=, city=Chula Vista, state=CA, zip_code=91914)",43718,United States Karate Academy,Eastlake,0,0.0
evolution-fitness-coaching-chula-vista,Strength Training,"Address(address_line0=, address_line1=1904 E Palomar St, address_line2=, city=Chula Vista, state=CA, zip_code=91913)",41834,Evolution Fitness Coaching,Chula Vista,6,5.0
nu-fit-diva-san-diego,"Livestream strength training,Livestream dance","Address(address_line0=null, address_line1=9370 Twin Trails Drive, address_line2=null, city=San Diego, state=CA, zip_code=92129)",80492,Nu Fit Diva,,0,0.0
kickforce-martial-arts-mira-mesa-san-diego,Martial Arts,"Address(address_line0=, address_line1=9272 Miramar Rd, address_line2=, city=San Diego, state=CA, zip_code=92126)",39817,Kickforce Martial Arts,University City,3,4.3333335
kundalini-yoga-san-diego,Yoga,"Address(address_line0=null, address_line1=4956 Waring Road, address_line2=, city=San Diego, state=CA, zip_code=92120)",62231,Kundalini Yoga,,0,0.0
momentum-training-center-san-marcos,Strength Training,"Address(address_line0=, address_line1=1740 La Costa Meadows Dr, address_line2=, city=San Marcos, state=CA, zip_code=92078)",38600,Momentum Training Center,San Marcos,76,4.9342103
busy-fit-warrior-fitmo-san-diego,Strength Training,"Address(address_line0=, address_line1=7920 Silverton Ave , address_line2=Ste O , city=San Diego, state=CA, zip_code=92126)",78106,Busy Fit Warrior (FIT.MO),San Carlos,0,0.0
wired-fitness-solana-ranch-park-san-diego,"Strength Training,Outdoors","Address(address_line0=Solana Ranch Elementary, address_line1=13605 Pacific Highlands Ranch Pkwy, address_line2=null, city=San Diego, state=CA, zip_code=92130)",27877,Wired Fitness,Carmel Valley,59,4.9661016
ml-strength-and-conditioning-san-diego,Strength Training,"Address(address_line0=, address_line1=7160 Miramar Rd, address_line2=, city=San Diego, state=CA, zip_code=92121)",40331,ML Strength & Conditioning,Miramar,0,0.0
apex-school-of-movement-san-diego,Yoga,"Address(address_line0=, address_line1=8050 Ronson Road, address_line2=, city=San Diego, state=CA, zip_code=92111)",48633,APEX School of Movement San Diego,Kearny Mesa,30,4.9
gut-check-fitness-caf-hq-san-diego,Strength Training,"Address(address_line0=null, address_line1=9591 Waples Street, address_line2=null, city=San Diego, state=CA, zip_code=92121)",75390,Gut Check Fitness,Mira Mesa,0,0.0
janae-luxe-pilates-studio-san-diego,Pilates,"Address(address_line0=, address_line1=3767 Bancroft St #9, address_line2=, city=San Diego, state=CA, zip_code=92104)",26634,Janae Luxe Pilates Studio,Downtown,65,4.707692
last-real-gym-san-diego,"Strength Training,Yoga","Address(address_line0=null, address_line1=3148 University Ave, address_line2=, city=San Diego, state=CA, zip_code=92104)",26912,Last Real Gym,North Park,500+,4.6524954
maternal-strong-san-diego,Strength Training,"Address(address_line0=null, address_line1=5005 Texas Street, Suite 101, address_line2=null, city=San Diego, state=null, zip_code=92108)",75849,Maternal Strong,Mission Valley,0,0.0
get-fit-with-ty-san-diego,Strength Training,"Address(address_line0=, address_line1=3055 Imperial Ave, address_line2=, city=San Diego, state=CA, zip_code=92102)",41621,Get Fit With Ty,Grantville,4,2.5
gut-check-fitness-torrey-hills-park-san-diego,Strength Training,"Address(address_line0=, address_line1=4260 Calle Mejillones, address_line2=, city=San Diego, state=CA, zip_code=92130)",75391,Gut Check Fitness,Carmel Mountain,0,0.0
north-county-aikikai-solana-beach,Martial Arts,"Address(address_line0=, address_line1=813 Academy Drive, address_line2=, city=Solana Beach, state=CA, zip_code=92075)",68133,North County Aikikai,Solana Beach,0,0.0
spirit-and-step-encinitas,Dance,"Address(address_line0=null, address_line1=425 Santa Fe Drive, address_line2=null, city=Encinitas, state=CA, zip_code=92024)",88092,Spirit and Step,Encinitas,0,0.0
elements-infinity-fitness-arts-carlsbad,"Dance,Martial Arts","Address(address_line0=null, address_line1=6790 Embarcadero Lane, address_line2=null, city=Carlsbad, state=CA, zip_code=92011)",78193,Elements Infinity Fitness Arts,Encinitas,0,0.0
califit-coaching-services-encinitas,"Livestream HIIT,Strength Training","Address(address_line0=null, address_line1=560 N Coast Hwy 101, address_line2=Suite 4A, city=Encinitas, state=CA, zip_code=92024)",24278,Califit Coaching Services,Encinitas,14,4.142857
natasha-tia-studio-san-diego,,"Address(address_line0=null, address_line1=, address_line2=, city=San Diego, state=CA, zip_code=)",83027,Natasha Tia Studio,,0,0.0
rbp-san-diego,,"Address(address_line0=null, address_line1=, address_line2=, city=San Diego, state=CA, zip_code=)",79927,RBP,,0,0.0
soulcal-training-with-niece-pecenka-del-mar,"Livestream barre,Livestream pilates","Address(address_line0=null, address_line1=1658 Coast Boulevard, address_line2=null, city=Del Mar, state=CA, zip_code=92014)",80425,SoulCal Training with Niece Pecenka,,0,0.0
underwater-torpedo-league-ocean-side,Swimming,"Address(address_line0=null, address_line1=130 Brooks St, address_line2=null, city=Ocean Side, state=CA, zip_code=92054)",62041,Underwater Torpedo League,,1,5.0
stride-little-italy-san-diego,Strength Training,"Address(address_line0=null, address_line1=785 West Ash Street, address_line2=null, city=San Diego, state=CA, zip_code=92101)",66938,STRIDE Little Italy,Little Italy,0,0.0
grinder-gym-san-diego,Strength Training,"Address(address_line0=null, address_line1=1013 Morena Blvd, address_line2=Suite B, city=San Diego, state=CA, zip_code=92110)",26141,Grinder Gym San Diego,Mission Bay,500+,4.735431
united-states-karate-academy-san-diego-atjv,Martial Arts,"Address(address_line0=, address_line1=1295 Morena Blvd, address_line2=, city=San Diego, state=CA, zip_code=92110)",43719,United States Karate Academy,Mission Bay,2,3.0
locomotion-athletics-san-diego,Strength Training,"Address(address_line0=, address_line1=2163 Hancock Street, address_line2=, city=San Diego, state=CA, zip_code=92110)",73472,Locomotion Athletics,San Carlos,0,0.0
take-flight-yoga-and-wellness-san-diego,Yoga,"Address(address_line0=null, address_line1=5985 Santa Fe St., address_line2=null, city=San Diego, state=CA, zip_code=92109)",70459,Take Flight Yoga and Wellness,Clairemont,0,0.0
crossfit-windansea-san-diego,Strength Training,"Address(address_line0=, address_line1=2123 Garnet Ave, address_line2=, city=San Diego, state=CA, zip_code=92109)",40069,CrossFit Windansea,Pacific Beach,2,5.0
united-states-karate-academy-san-diego,"Strength Training,Martial Arts","Address(address_line0=, address_line1=3164 Rosecrans St, address_line2=, city=San Diego, state=CA, zip_code=92110)",26040,United States Karate Academy,Point Loma,13,4.8461537
chris-floats-yoga-san-diego,Livestream yoga,"Address(address_line0=null, address_line1=4645 Cass Street Suite 203, address_line2=null, city=San Diego, state=CA, zip_code=92109)",83404,Chris Floats Yoga,,0,0.0
blastercise-la-jolla-sports-club-san-diego,Strength Training,"Address(address_line0=La Jolla Sports Club, address_line1=7825 Fay Ave, address_line2=, city=San Diego, state=CA, zip_code=92037)",39489,Blastercise - La Jolla Sports Club,La Jolla,16,5.0
synergy180-san-diego,"Yoga,Strength Training","Address(address_line0=, address_line1=4861 Newport Ave, address_line2=, city=San Diego, state=CA, zip_code=92107)",39914,Synergy180,Ocean Beach,100+,4.8762136
ocean-beach-yoga-sf-san-francisco,Yoga,"Address(address_line0=null, address_line1=3925 Judah St, address_line2=null, city=San Francisco, state=CA, zip_code=94122)",32796,Ocean Beach Yoga SF,Sunset,1000+,4.811195
tutti-nails-and-spa-king-of-prussia,Pedicure,"Address(address_line0=, address_line1=160 N Gulph Rd , address_line2=Unit #C217B, city=King of Prussia, state=PA, zip_code=19406)",71082,Tutti Nails & Spa ,King of Prussia,13,4.923077
esenem-yoga-scottsdale,Yoga,"Address(address_line0=, address_line1=8220 North Hayden Road, address_line2=, city=Scottsdale, state=AZ, zip_code=85258)",40222,ESenEM Yoga - Scottsdale,Central Scottsdale,1000+,4.8396583
the-pilates-barre-studio-edwardsville,"Low-credit livestreams,Barre,Pilates,Livestream pilates","Address(address_line0=null, address_line1=10 Terra Verde, address_line2=null, city=Edwardsville, state=IL, zip_code=62025)",28642,The Pilates Barre Studio,Edwardsville,1000+,4.877698
pure-barre-live-huntington-beach,"Low-credit livestreams,Barre","Address(address_line0=null, address_line1=7101 Yorktown Ave, address_line2=Suite 101, city=Huntington Beach, state=CA, zip_code=92648)",25800,Pure Barre Live,Huntington Beach,1000+,4.7725897
kinetic-soul-studio-tampa,"Dance,Barre,Yoga","Address(address_line0=, address_line1=11961 Sheldon Road, address_line2=, city=Tampa, state=FL, zip_code=33626)",55119,Kinetic Soul Studio,Citrus Park,100+,4.867347
pbx-pilates-barre-extreme-raleigh,"Rowing,Livestream barre,Barre,Livestream pilates,Pilates","Address(address_line0=null, address_line1=11211 Galleria Ave, address_line2=Suite 106, city=Raleigh, state=NC, zip_code=27614)",25442,PBX pilates barre extreme,North Raleigh,1000+,4.7851877
pure-barre-irvine,Barre,"Address(address_line0=null, address_line1=6791 Quail Hill Pkwy, address_line2=, city=Irvine, state=CA, zip_code=92603)",25801,Pure Barre,Irvine,5000+,4.7519197
pure-barre-tulsa-midtown,"Barre,Cycling","Address(address_line0=, address_line1=3807 South Peoria Avenue , address_line2=Suite M, city=Tulsa, state=OK, zip_code=74105)",46172,Pure Barre,,500+,4.861004
z-sweat-dance-and-fitness-north-bethesda,"Dance,Strength Training,Livestream dance","Address(address_line0=, address_line1=4834 Boiling Brook Pkwy, address_line2=, city=North Bethesda, state=MD, zip_code=20852)",37350,Z Sweat Dance and Fitness,Bethesda / Chevy Chase,1000+,4.904532
zen-mind-space-wellness-fort-lauderdale,"Acupuncture,Massage,Meditation","Address(address_line0=, address_line1=1501 Northeast 4th Avenue, address_line2=, city=Fort Lauderdale, state=FL, zip_code=33304)",55286,Zen Mind Space,Fort Lauderdale,34,4.9411764
tenpoint5-central-phoenix-hqmt,"Livestream barre,Boxing,Barre,Pilates,Strength Training","Address(address_line0=, address_line1=5813 N 7th St , address_line2=#102, city=Phoenix, state=AZ, zip_code=85014)",47779,TenPoint5,Camelback East Village,1000+,4.7828183
barrevolution-timonium-lutherville-timonium,Barre,"Address(address_line0=, address_line1=2300 York Rd, address_line2=#203, city=Lutherville-Timonium, state=MD, zip_code=21093)",39874,Barrevolution ,Timonium,100+,4.773585
goat-climb-and-cryo-chicago,Strength Training,"Address(address_line0=, address_line1=300 West Ontario Street, address_line2=, city=Chicago, state=IL, zip_code=60654)",57470,GOAT Climb & Cryo,River North,1000+,4.8385715
vital-climbing-gym-oceanside,"Strength Training,Rock Climbing","Address(address_line0=, address_line1=525 S Coast Hwy, address_line2=, city=Oceanside, state=CA, zip_code=92054)",39004,VITAL Climbing Gym,Oceanside,1000+,4.809066
the-dailey-method-salt-lake-city-cottonwood-heights,Barre,"Address(address_line0=, address_line1=6910 Highland Dr, address_line2=, city=Cottonwood Heights, state=UT, zip_code=84121)",37369,The Dailey Method,Cottonwood Heights,500+,4.6840935
pure-barre-ballantyne-charlotte,Barre,"Address(address_line0=null, address_line1=8430 Rea Rd, address_line2=Suite 120, city=Charlotte, state=NC, zip_code=28277)",25249,Pure Barre,Ballantyne,1000+,4.8081045
the-workshop-pilates-scottsdale,,"Address(address_line0=, address_line1=8240 North Hayden Road Suite B-107, address_line2=, city=Scottsdale, state=AZ, zip_code=85258)",72698,The Workshop Pilates,Central Scottsdale,500+,4.9402986
threads-salon-washington,,"Address(address_line0=null, address_line1=1534 U Street Northwest, address_line2=null, city=Washington, state=DC, zip_code=20009)",72648,Threads Salon,Adams Morgan,27,4.6296296
underground-lab-fitness-lawrence,Strength Training,"Address(address_line0=null, address_line1=919 E 29th St, address_line2=null, city=Lawrence, state=KS, zip_code=66046)",26482,Underground Lab Fitness,Lawrence,100+,4.7272725
the-university-of-kansas-health-system-overland-park,Livestream HIIT,"Address(address_line0=null, address_line1=8302 West 125th Street, address_line2=null, city=Overland Park, state=KS, zip_code=66213)",79925,The University of Kansas Health System,,0,0.0
nritya-school-of-indian-dance-and-music-overland-park,Dance,"Address(address_line0=, address_line1=12013 Hayes St, address_line2=, city=Overland Park, state=KS, zip_code=66213)",38654,Nritya School of Indian Dance and Music,Overland Park,0,0.0
kc-weightlifting-lenexa,Strength Training,"Address(address_line0=null, address_line1=8216 Marshall Dr, address_line2=null, city=Lenexa, state=KS, zip_code=66214)",26460,KC Weightlifting,Overland Park,100+,4.821918
first-class-fitness-leawood,Strength Training,"Address(address_line0=, address_line1=3610 W 95th St, address_line2=, city=Leawood, state=, zip_code=66206)",35925,First Class Fitness,Leawood,100+,4.853428
jennifer-shelton-helping-you-find-balance-mission,Yoga,"Address(address_line0=, address_line1=5124 Horton St., address_line2=, city=Mission, state=KS, zip_code=66202)",60610,Jennifer Shelton - Helping You Find Balance,Mission,1,5.0
november-project-kansas-city,Running,"Address(address_line0=, address_line1=2 Memorial Dr. , address_line2=, city=Kansas City, state=MO, zip_code=64108)",46368,November Project ,,16,4.9375
refine-the-studio-liberty,Dance,"Address(address_line0=null, address_line1=1009 Middlebrook Drive, address_line2=null, city=Liberty, state=MO, zip_code=64068)",60018,Refine The Studio,,0,0.0
stars-unlimited-dance-liberty,Dance,"Address(address_line0=, address_line1=32 S Main St, address_line2=, city=Liberty, state=MO, zip_code=64068)",47474,Stars Unlimited Dance,Liberty,1,5.0
purephit-rva-richmond,Strength Training,"Address(address_line0=, address_line1=1202 N Boulevard, address_line2=, city=Richmond, state=VA, zip_code=23230)",43351,PurePHIT,,1000+,4.9351945
heartfelt-yoga-studio-columbus,Yoga,"Address(address_line0=, address_line1=29 E 5th Avenue, address_line2=Suite 100, city=Columbus, state=OH, zip_code=43201)",74532,Heartfelt Yoga Studio,Short North,100+,4.9280577
rowzone-rittenhouse-indoor-rowing-and-fitness-philadelphia,"Rowing,Livestream HIIT,Livestream strength training","Address(address_line0=null, address_line1=2006 Chestnut St, address_line2=null, city=Philadelphia, state=PA, zip_code=19103)",25337,RowZone Rittenhouse Indoor Rowing & Fitness,Rittenhouse Square,5000+,4.7721953
beyond-boxing-burnaby,"Dance,Free livestreams,Rowing,Low-credit livestreams,Boxing,Strength Training,Livestream boxing","Address(address_line0=, address_line1=5552 Hastings St, address_line2=, city=Burnaby, state=BC, zip_code=V5B 1R3)",26671,Beyond Boxing,Vancouver,1000+,4.826489
pure-barre-westlake-austin,Barre,"Address(address_line0=null, address_line1=3267 Bee Caves Rd, address_line2=Suite 120, city=Austin, state=TX, zip_code=78746)",29012,Pure Barre,West Lake Hills,5000+,4.7979054
yoga-for-life-portland,Yoga,"Address(address_line0=null, address_line1=714 N Fremont St, address_line2=Suite 150, city=Portland, state=OR, zip_code=97227)",25440,Yoga for Life,North Portland,1000+,4.586702
beyond-pilates-kensington-san-diego,Pilates,"Address(address_line0=null, address_line1=4085 Adams Ave, address_line2=null, city=San Diego, state=CA, zip_code=92116)",35083,Beyond Pilates,Kensington,1000+,4.6972904
mecca-gym-spa-austin,"Barre,Pilates,Strength Training,Cycling","Address(address_line0=null, address_line1=524 N Lamar Blvd, address_line2=3rd Floor, city=Austin, state=TX, zip_code=78703)",31372,Mecca Gym & Spa,Downtown,5000+,4.801276
om-maui-health-and-fitness-pukalani,"Barre,Pilates,Yoga,Strength Training,Cycling","Address(address_line0=, address_line1=12 Kiopa'a St., address_line2=, city=Pukalani, state=HI, zip_code=96768)",58059,Om Maui Health & Fitness,,100+,4.9405594
kika-stretch-studios-summerlin-las-vegas,"Stretching,Sports recovery","Address(address_line0=, address_line1=9691 Trailwood Drive, address_line2=Suite 108, city=Las Vegas, state=NV, zip_code=89134)",69052,Kika Stretch Studios,Summerlin,65,4.9384613
ohm-thai-massage-san-francisco,Massage,"Address(address_line0=null, address_line1=2275 Market Street, address_line2=Unit C, city=San Francisco, state=CA, zip_code=94114)",50676,Ohm Thai Massage,Castro,500+,4.891738
acrosports-san-francisco,"Gymnastics,Aerial,Strength Training","Address(address_line0=null, address_line1=639 Frederick St, address_line2=null, city=San Francisco, state=CA, zip_code=94117)",28889,Acrosports,Sunset,5000+,4.8495245
skanda-yoga-studio-miami,"Meditation,Yoga,Prenatal","Address(address_line0=, address_line1=1800 SW 1st Ave., address_line2=Suite 102, city=Miami, state=FL, zip_code=33129)",31075,Skanda Yoga Studio,Brickell,5000+,4.862922
results-fitness-training-camas,"Yoga,Strength Training","Address(address_line0=, address_line1=19206 Southeast 1st Street , address_line2=Suite 112, city=Camas, state=WA, zip_code=98607)",58358,Results Fitness Training,Camas,100+,4.915
jtown-hot-yoga-manayunk-philadelphia,"Strength Training,Yoga","Address(address_line0=, address_line1=115 Levering St, address_line2=, city=Philadelphia, state=PA, zip_code=19127)",36839,JTown Hot Yoga,Manayunk,1000+,4.854607
the-bar-method-hermosa-beach,Barre,"Address(address_line0=null, address_line1=1221 Hermosa Ave, address_line2=Ste. 200, city=Hermosa Beach, state=CA, zip_code=90254)",24477,The Bar Method,Hermosa Beach,1000+,4.7968206
body-harmonics-dupont-toronto,"Pilates,Strength Training","Address(address_line0=null, address_line1=672 Dupont St, address_line2=Suite 406, city=Toronto, state=ON, zip_code=M6G 1Z9)",26705,Body Harmonics,The Annex,5000+,4.539919
east-meets-west-yoga-vienna,Yoga,"Address(address_line0=, address_line1=8230 Old Courthouse Road, address_line2=Suite 400, city=Vienna, state=VA, zip_code=22182)",31744,East Meets West Yoga,Tysons Corner,1000+,4.62351
town-nail-and-skin-salon-274-newbury-boston,Manicure,"Address(address_line0=null, address_line1=274 Newbury Street, address_line2=null, city=Boston, state=MA, zip_code=02116)",77497,Town Nail & Skin Salon,Back Bay,25,4.52
bodymass-gym-arlington,"Low-credit livestreams,Livestream HIIT,Strength Training","Address(address_line0=null, address_line1=2000 15th St N, address_line2=null, city=Arlington, state=VA, zip_code=22201)",33277,Bodymass Gym,Arlington,5000+,4.917237
madabolic-austin,Strength Training,"Address(address_line0=, address_line1=440 E St Elmo Rd, address_line2=, city=Austin, state=TX, zip_code=78745)",36723,MADabolic,East Congress,1000+,4.943554
above-barre-athens,Barre,"Address(address_line0=, address_line1=2361 West Broad Street, address_line2=, city=Athens, state=GA, zip_code=30606)",74522,Above Barre,,100+,4.8375
pure-barre-live-del-mar-san-diego,"Barre,Pilates","Address(address_line0=, address_line1=5965 Village Way Suite E202, address_line2=, city=San Diego, state=CA, zip_code=92130)",50174,Pure Barre Live,Del Mar,500+,4.773455
row-house-fulton-market-chicago,"Rowing,Yoga,Strength Training,Cycling","Address(address_line0=, address_line1=185 North Halsted Street, address_line2=, city=Chicago, state=IL, zip_code=60661)",61301,Row House,Fulton River District,1000+,4.806299
the-hudson-yoga-project-hoboken,"Yoga,Livestream yoga","Address(address_line0=, address_line1=44 Hudson Pl, address_line2=, city=Hoboken, state=NJ, zip_code=07030)",36331,The Hudson Yoga Project,Hoboken,5000+,4.8538027
tennisfit-miami,Strength Training,"Address(address_line0=Conrad Miami, address_line1=1395 Brickell Ave, address_line2=null, city=Miami, state=FL, zip_code=33131)",34308,TennisFit Miami,Brickell,1000+,4.883929
balance-yoga-wellness-new-orleans,Yoga,"Address(address_line0=, address_line1=120 South Cortez Street, address_line2=, city=New Orleans, state=LA, zip_code=70119)",73751,Balance Yoga Wellness,Mid-City,100+,4.7043476
breathe-together-los-gatos,"Meditation,Yoga,Martial Arts","Address(address_line0=null, address_line1=14107 Winchester Blvd, address_line2=Ste H, city=Los Gatos, state=CA, zip_code=95032)",24360,Breathe Together,Los Gatos,5000+,4.67526
body-and-soul-boxing-miami,Boxing,"Address(address_line0=null, address_line1=3870 Shipping Ave, address_line2=null, city=Miami, state=FL, zip_code=33146)",35974,Body and Soul Boxing,Coral Gables,1000+,4.941943
cdy-fitness-llc-troy,"Boxing,Yoga","Address(address_line0=, address_line1=116 Sarah Ann Boulevard, address_line2=, city=Troy, state=MO, zip_code=63379)",55329,CDY Fitness LLC,Troy,0,0.0
powerbody-usa-fitness-ctr-ofallon,Strength Training,"Address(address_line0=, address_line1=403 Sonderen Street, address_line2=, city=O'Fallon, state=MO, zip_code=63366)",57000,Powerbody USA Fitness Ctr,,0,0.0
house-of-pain-gym-chesterfield,Gym Time,"Address(address_line0=null, address_line1=251 Chesterfield Industrial Boulevard, address_line2=null, city=Chesterfield, state=MO, zip_code=63005)",76256,House of Pain Gym ,Chesterfield,0,0.0
flow-yoga-pathfinder-ballwin,Yoga,"Address(address_line0=, address_line1=15800 Manchester Road, address_line2=, city=Ballwin, state=MO, zip_code=63011)",76274,Flow Yoga ,Frontenac,0,0.0
natural-impact-o-fallon,Strength Training,"Address(address_line0=, address_line1=1215 Tom Ginnever Ave, address_line2=, city=O Fallon, state=MO, zip_code=63366)",42473,Natural Impact,Cottleville,4,4.0
stay-balanced-yoga-ballwin,Yoga,"Address(address_line0=, address_line1=426 Brooktree Drive, address_line2=, city=Ballwin, state=MO, zip_code=63011)",47544,Stay Balanced Yoga,Des Peres,0,0.0
shark-fitness-training-st-louis-community-college-meramec,Strength Training,"Address(address_line0=St. Louis Community College-Meramec, address_line1=11333 Big Bend Road, address_line2=, city=St. Louis, state=MO, zip_code=63122)",49127,Shark Fitness Training ,,5,4.4
vetta-sports-fitness-center-st-louis,Strength Training,"Address(address_line0=null, address_line1=12320 Old Tesson Rd, address_line2=null, city=St. Louis, state=MO, zip_code=63128)",35660,Vetta Sports Fitness Center,Concord,61,4.803279
shark-fitness-training-whitecliff-park-st-louis,Strength Training,"Address(address_line0=, address_line1=9245 Whitecliff Ln., address_line2=, city=St. Louis, state=, zip_code=63126)",52830,Shark Fitness Training ,Downtown,0,0.0
nowfitness-st-louis,Strength Training,"Address(address_line0=Nowfitness Boutique Studio, address_line1=1100 Timberlane Dr, address_line2=, city=St. Louis, state=MO, zip_code=63122)",36055,NowFitness,Rock Hill,23,4.4347825
the-grind-fitness-and-sports-performance-st-louis,Strength Training,"Address(address_line0=, address_line1=9711 Green Park Industrial Dr, address_line2=, city=St. Louis, state=MO, zip_code=63123)",38749,The Grind Fitness and Sports Performance,Concord,5,5.0
the-workout-company-saint-louis,Strength Training,"Address(address_line0=null, address_line1=5571 Oakville Shopping Center, address_line2=null, city=Saint Louis, state=MO, zip_code=63129)",31029,The Workout Company,Oakville,20,4.2
kleanlean-saint-louis,Strength Training,"Address(address_line0=St. Louis Academy of Dance Building, address_line1=9310 Olive Blvd., address_line2=, city=Saint Louis, state=, zip_code=63132)",31281,klean&lean,Brentwood,100+,4.5859375
shark-fitness-training-center-of-clayton,Strength Training,"Address(address_line0=Center of Clayton, address_line1=50 Gay Ave., address_line2=, city=Clayton, state=MO, zip_code=63105)",49128,Shark Fitness Training ,,1,5.0
catalyst-strength-and-functional-nutrition-university-city,Cycling,"Address(address_line0=null, address_line1=8123 Delmar Blvd, address_line2=null, city=University City, state=MO, zip_code=63130)",28684,Catalyst Strength and Functional Nutrition,University City,500+,4.385621
shark-fitness-training-shaw-park-clayton,Strength Training,"Address(address_line0=, address_line1=27 South Brentwood Blvd, address_line2=, city=Clayton, state=MO, zip_code=63105)",52831,Shark Fitness Training,Clayton,2,5.0
shark-training-fitness-francis-park-st-gabriels-church-st-louis,Strength Training,"Address(address_line0=, address_line1=Eichelberger St & Donovan Ave, address_line2=, city=St. Louis, state=MO, zip_code=63019)",49134,Shark Training Fitness ,,1,4.0
lionheart-personal-training-saint-louis,Cycling,"Address(address_line0=null, address_line1=1039 S Big Bend Blvd, address_line2=null, city=Saint Louis, state=MO, zip_code=63117)",28557,Lionheart Personal Training,Richmond Heights,1000+,4.8532743
shark-fitness-training-st-gabriels-church-st-louis,Strength Training,"Address(address_line0=, address_line1=6303 Nottingham Ave., address_line2=, city=St. Louis, state=MO, zip_code=63109)",52829,Shark Fitness Training,St. Louis Hills,0,0.0
fit4mom-st-louis,"Postnatal,Prenatal","Address(address_line0=Forest Park Vistor's Center, address_line1=5620 Grand Dr, address_line2=null, city=St. Louis, state=MO, zip_code=63112)",31734,FIT4MOM St. Louis,Forest Park,14,4.928571
movement-outdoor-fitness-st-louis,Strength Training,"Address(address_line0=, address_line1=5595 Grand Dr, address_line2=, city=St. Louis, state=, zip_code=63112)",55797,Movement Outdoor Fitness,St. Louis Hills,0,0.0
umsl-campus-recreation-st-louis,Yoga,"Address(address_line0=null, address_line1=1 University Blvd, address_line2=null, city=St. Louis, state=MO, zip_code=63121)",34596,UMSL Campus Recreation,Bellerive,42,4.642857
yoga-with-cheryl-st-louis,Yoga,"Address(address_line0=, address_line1=3137 Meramec St, address_line2=, city=St. Louis, state=MO, zip_code=63118)",41753,Yoga with Cheryl,Tower Grove,1,4.0
take-action-saint-louis,"Pilates,Strength Training,Yoga","Address(address_line0=, address_line1=Compton, address_line2=, city=Saint Louis, state=MO, zip_code=63104)",26001,Take Action,Tower Grove,37,4.0
crossfit-collinsville,Strength Training,"Address(address_line0=null, address_line1=9500 Collinsville Road, address_line2=null, city=Collinsville, state=IL, zip_code=62234)",72966,CrossFit Collinsville,Ladue,0,0.0
anytime-fitness-shiloh,Gym Time,"Address(address_line0=null, address_line1=1207 Thouvenot Lane, Shiloh, IL 62269, USA, address_line2=null, city=Shiloh, state=IL, zip_code=62269)",74316,Anytime Fitness,Old North St. Louis,0,0.0
eville-fitness-edwardsville,Gym Time,"Address(address_line0=, address_line1=235 Harvard Dr., address_line2=, city=Edwardsville, state=IL, zip_code=62025)",59904,E'ville Fitness,Edwardsville,0,0.0
blue-wave-martial-arts-and-fitness-edwardsville,Martial Arts,"Address(address_line0=, address_line1=1409 Troy Road, address_line2=, city=Edwardsville, state=IL, zip_code=62025)",58082,Blue Wave Martial Arts and Fitness,,1,4.0
body-alive-oakley-cincinnati,"Barre,Pilates,Yoga,Strength Training","Address(address_line0=, address_line1=3160 Madison Road, address_line2=, city=Cincinnati, state=OH, zip_code=45209)",61136,Body Alive,Oakley,100+,4.8282547
terries-workout-center-buffalo,"Gym Time,Boxing,Strength Training,Cycling","Address(address_line0=, address_line1=1481 Hertel Ave., address_line2=, city=Buffalo, state=NY, zip_code=14216)",60078,Terrie's Workout Center,,100+,4.7217393
