alias,activities,address,venue_id,venue_name,location_name,display_rating_total,display_rating_average
inspirecycle-teneriffe,"Boxing,Barre,Cycling","Address(address_line0=null, address_line1=76 Commercial Rd, address_line2=null, city=Teneriffe, state=QLD, zip_code=4005)",34825,InspireCycle,Teneriffe,5000+,4.846956
kx-pilates-newstead,Pilates,"Address(address_line0=, address_line1=1/76 Commercial Rd, address_line2=, city=Newstead, state=, zip_code=4006)",36997,KX Pilates,Newstead,1000+,4.8801274
the-body-method-cornerstone-tugun-qld,"Low-credit livestreams,Pilates,Livestream pilates","Address(address_line0=Cornerstone Stores, address_line1=570 Gold Coast Hwy , address_line2=, city=Tugun QLD , state=, zip_code=4224)",45845,The Body Method ,,1000+,4.828882
barrys-kings-cross-potts-point,"Strength Training,Running","Address(address_line0=, address_line1=16-18 Bayswater Rd , address_line2=, city=Potts Point, state=, zip_code=2011)",55509,Barry's,Potts Point,5000+,4.8864183
infinity-wellbeing-bangkok,"Facial,Massage","Address(address_line0=, address_line1=Rembrandt Hotel, Soi Sukhumvit 20, Sukhumvit Road, KlongToei, KlongToei, address_line2=, city= Bangkok , state=, zip_code=10110)",68887,Infinity Wellbeing,,500+,4.855944
kx-pilates-miami,Pilates,"Address(address_line0=, address_line1=1a 31 Hillcrest Parade, address_line2=, city=Miami, state=, zip_code=4220)",44948,KX Pilates ,,1000+,4.7912583
barrys-surry-hills,"Strength Training,Running","Address(address_line0=, address_line1=66-72 Reservoir Street, address_line2=, city=Surry Hills, state=, zip_code=2010)",52502,Barry's,Surry Hills,5000+,4.850953
physique-57-erawan-studio-bangkok,"Low-credit livestreams,Livestream barre,Barre","Address(address_line0=Physique 57, address_line1=Erawan Building, Pathum Wan, address_line2=4th Floor , city=Bangkok, state=, zip_code=10330)",43734,Physique 57 ,,5000+,4.833999
the-sports-care-centre-singapore,Sports recovery,"Address(address_line0=, address_line1=12 Eu Tong Sen Street Soho 2 @ The Central, #08-172, address_line2=, city=Singapore, state=, zip_code=059819)",48051,The Sports Care Centre,,1000+,4.811724
studio-pilates-international-west-end,"Gym Time,Pilates","Address(address_line0=, address_line1=4 Oconnell St, address_line2=, city=West End, state=, zip_code=4101)",34929,Studio Pilates International,West End,500+,4.9197083
lean-bean-fitness-bondi-beach,"Low-credit livestreams,Boxing,Barre,Pilates,Strength Training,Yoga,Livestream strength training,Postnatal,Prenatal,Outdoors","Address(address_line0=, address_line1=178 Campbell Parade, address_line2=Beach House Lane, city=Bondi Beach, state=, zip_code=2026)",32922,Lean Bean Fitness,Bondi Beach,5000+,4.822491
club-aloha-kuala-lumpur,"Livestream HIIT,Livestream cycling,Cycling","Address(address_line0=, address_line1=60, Jalan Sri Hartamas, address_line2=Lot K-0-8B, Ground Floor, Dorchester Service Apartment, Plaza Damas, 1, Taman Sri Hartamas, city=Kuala Lumpur, state=, zip_code=50480)",45142,Club Aloha,,5000+,4.770988
fusion-hot-yoga-kangaroo-point,Yoga,"Address(address_line0=, address_line1=40 Wharf St, address_line2=, city=Kangaroo Point, state=, zip_code=4169)",32369,Fusion Hot Yoga,Kangaroo Point,1000+,4.870224
tribe-boxing-studio-mont-kiara-kuala-lumpur,"Low-credit livestreams,Boxing,Livestream boxing","Address(address_line0=, address_line1=Lot LG5-3 Arcoris, Jalan Kiara 4, Mont Kiara, address_line2=, city=Kuala Lumpur, state=, zip_code=50480)",43161,TRIBE Boxing Studio,,5000+,4.7893023
still-boxing-singapore,"Boxing,Strength Training","Address(address_line0=, address_line1=6 Shenton Way, address_line2=OUE Downtown, B1-06, city=Singapore, state=, zip_code=068815)",48123,STILL Boxing,,5000+,4.7654004
the-body-refinery-new-farm,"Dance,Boxing,Pilates,Cycling","Address(address_line0=null, address_line1=2/15 Lamington St, address_line2=null, city=New Farm, state=QLD, zip_code=4005)",32373,The Body Refinery,New Farm,1000+,4.807202
barrys-martin-place-sydney-nsw,"Free livestreams,Strength Training,Livestream strength training,Running","Address(address_line0=null, address_line1=20 Elizabeth St, address_line2=null, city=Sydney NSW, state=null, zip_code=2000)",54558,Barry's,CBD,5000+,4.8427234
fire-station-1-damansara-height-kuala-lumpur,Strength Training,"Address(address_line0=, address_line1=8, Jalan Batai, address_line2=Batai Village, city=Kuala Lumpur, state=, zip_code=50490)",43247,FIRE Station 1,,5000+,4.7844405
flyproject-intermark-mall-kuala-lumpur,"Low-credit livestreams,Livestream HIIT,Livestream cycling","Address(address_line0=, address_line1=Intermark Mall, 2 - 01, 348, Jalan Tun Razak, Kampung Datuk Keramat, address_line2=, city=Kuala Lumpur, state=, zip_code=50400)",43078,FLYPROJECT,,5000+,4.7426443
physique-57-sukhumvit-49-studio-bangkok,Barre,"Address(address_line0=Physique 57, address_line1=Soi Sukhumvit 49/9, RQ Residence Serviced Apartment, address_line2=Floor 2, city=Bangkok, state=, zip_code=10110)",43733,Physique 57 ,,5000+,4.83105
flyproject-dc-mall-kuala-lumpur,"Pilates,Yoga,Strength Training,Cycling","Address(address_line0=, address_line1=NO.6, JALAN DAMANLELA, address_line2=, city=Kuala Lumpur, state=, zip_code=50490)",43082,FLYPROJECT,,5000+,4.6979995
centred-meditation-sydney,"Livestream meditation,Low-credit livestreams,Meditation","Address(address_line0=, address_line1=10/66 Hunter St, address_line2=, city=Sydney, state=, zip_code=2000)",34740,Centred Meditation,CBD,1000+,4.8169494
ritual-palm-beach,"Low-credit livestreams,Barre,Pilates,Yoga,Livestream yoga","Address(address_line0=, address_line1=9 Palm Beach Ave, address_line2=, city=Palm Beach, state=, zip_code=4221)",45448,RITUAL,,1000+,4.802521
nimbus-and-co-melbourne-richmond,Sauna,"Address(address_line0=null, address_line1=261 Lennox Street, address_line2=null, city=Richmond, state=null, zip_code=3121)",44112,nimbus & co.,Richmond,500+,4.9144926
urban-spring-pilates-central-studio-bangsar-kuala-lumpur,"Barre,Pilates,Yoga","Address(address_line0=, address_line1=63-1, Jalan Bangkung, Bukit Bandaraya, address_line2=Bangsar, city=Kuala Lumpur, state=, zip_code=59100)",43647,Urban Spring Pilates,,5000+,4.713669
your-physio-petaling-jaya,Massage,"Address(address_line0=, address_line1=53, Jalan SS 22/19, Damansara Jaya, address_line2=, city=Petaling Jaya, state=, zip_code=47400)",55893,Your Physio ,,100+,4.8111453
undercard-boxing-darlinghurst,"Boxing,Strength Training,Livestream strength training,Livestream boxing","Address(address_line0=, address_line1=82 Oxford Street, address_line2=, city=Darlinghurst, state=, zip_code=2010)",58354,Undercard Boxing,Darlinghurst,1000+,4.8999767
flyproject-curve-petaling-jaya,Aerial,"Address(address_line0=The Curve, address_line1=Lot 149, The Street, 6, Jalan PJU 7/3, Mutiara Damansara, address_line2=Level 1, city=Petaling Jaya, state=, zip_code=47800)",66683,FLYPROJECT ,,5000+,4.730599
hiitrebel-mont-kiara,"Low-credit livestreams,Boxing,Livestream HIIT,Strength Training,Livestream strength training,Cycling","Address(address_line0=, address_line1=163 Retail Park, address_line2=Jalan Kiara 3A-02A, Level 3A , city=Mont Kiara, state=, zip_code=50480)",54335,HIITRebel,,5000+,4.7456374
infinity-spa-bangkok,"Facial,Massage","Address(address_line0=, address_line1=Infinity Spa, Soi Silom 21, Silom Road, Bangrak, address_line2=, city=Bangkok, state=, zip_code=10500)",59912,Infinity Spa,,500+,4.842035
pilates-plus-bangkok,Pilates,"Address(address_line0=, address_line1=Fifty Fifth Plaza, Thong Lor Soi 2, address_line2=2nd Floor, Khlong Tan Nuea, Watthana, city=Bangkok, state=, zip_code=10110)",43732,Pilates Plus Bangkok,,5000+,4.8238573
house-of-fitness-hong-kong,"Rowing,Boxing,Pilates,Strength Training","Address(address_line0=, address_line1=18 Possession St, address_line2=Sheung Wan, city=Hong Kong, state=, zip_code=0000)",46101,House of Fitness,,5000+,4.7901525
fire-station-2-mont-kiara-kuala-lumpur,Strength Training,"Address(address_line0=, address_line1=2, Jalan Kiara, address_line2=, city=Kuala Lumpur, state=, zip_code=50480)",43248,FIRE Station 2,,5000+,4.7157536
nails-by-tiffany-formerly-fit-and-bello-wellness-kuala-lumpur,"Pedicure,Manicure","Address(address_line0=HIP Salons, address_line1=Unit UG-2 & UG-3, Level UG Menara Ken TTDI, address_line2=Jalan Burhanuddin Helmi, Taman Tun Dr Ismail, city=Kuala Lumpur, state=null, zip_code=6000)",65099,Nails by Tiffany,,100+,4.808219
power-living-adelaide-and-livestream,"Low-credit livestreams,Yoga,Livestream yoga","Address(address_line0=, address_line1=Level 1, 60 Halifax Street, address_line2=, city=Adelaide, state=, zip_code=5000)",35174,Power Living - Adelaide & Livestream,CBD,1000+,4.8125563
sala-auckland,"Pilates,Yoga,Strength Training","Address(address_line0=, address_line1=Level 1/56 Brown St, Ponsonby, address_line2=, city=Auckland, state=, zip_code=1021)",46445,SALA,,5000+,4.8617926
scout-pilates-saint-peters,"Barre,Pilates","Address(address_line0=, address_line1=661 King Street, address_line2=, city=Saint Peters, state=, zip_code=2044)",56677,Scout Pilates,St Peters,1000+,4.837295
base-chidlom-bangkok,Strength Training,"Address(address_line0=BASE Amarin, address_line1=Amarin Plaza, address_line2=2nd Floor Amarin Plaza, city=Bangkok, state=, zip_code=10330)",46631,BASE,,5000+,4.8183446
shelter-double-bay,"Livestream meditation,Livestream HIIT,Livestream strength training,Livestream cycling,Cycling,Livestream yoga","Address(address_line0=, address_line1=3 Goldman Lane, address_line2=, city=Double Bay, state=, zip_code=2028)",56183,Shelter,Double Bay,1000+,4.8526096
physique-57-sathorn-studio-bangkok,Barre,"Address(address_line0=Physique 57 @ Sathorn, address_line1=Sathorn Thani Tower 2, address_line2=Floor 2, city=Bangkok, state=, zip_code=10500)",43735,Physique 57 ,,5000+,4.8324413
movement-principle-pilates-cbd-brisbane-city,"Pilates,Strength Training","Address(address_line0=null, address_line1=45 Adelaide St, address_line2=null, city=Brisbane City, state=QLD, zip_code=4000)",36115,Movement Principle Pilates,CBD,1000+,4.813882
pilates-on-point-palm-beach-qld,Pilates,"Address(address_line0=Shop 1/ 1154, address_line1=Gold Coast Hwy , address_line2=, city=Palm Beach QLD , state=, zip_code=4221)",45955,Pilates On Point,,500+,4.826685
flycycle-verve-shops-kuala-lumpur,Cycling,"Address(address_line0=, address_line1=Verve Shops, 6-1A Floor, address_line2=Jalan Kiara 5, Mont Kiara, city=Kuala Lumpur, state=, zip_code=50480)",43084,FLYCYCLE,,5000+,4.711704
kx-pilates-surry-hills,Pilates,"Address(address_line0=, address_line1=2/103-107 Foveaux St, address_line2=, city=Surry Hills, state=, zip_code=2010)",36987,KX Pilates,Surry Hills,5000+,4.8346334
ground-zero-cross-street-exchange-singapore,Strength Training,"Address(address_line0=Cross Street Exchange, address_line1=18 Cross Street , address_line2=B1-120, city=Singapore, state=, zip_code=048423)",67816,Ground Zero ,,5000+,4.7207985
base-thonglor-bangkok,"Low-credit livestreams,Strength Training,Livestream strength training","Address(address_line0=, address_line1=Unit 208, Noble Remix 2  Sukhumvit Soi 36, Bangkok, address_line2=, city=Bangkok, state=, zip_code=10110)",43741,BASE,,5000+,4.8004026
defin8-fitness-wellington-street-hong-kong,"Dance,Strength Training","Address(address_line0=, address_line1=8th and 9th Floor, Yu Wing Building, address_line2=66 Wellington Street, Central, city=Hong Kong, state=, zip_code=0000)",43649,DEFIN8 Fitness - Wellington Street,,5000+,4.752264
lagreefit-previously-physicore-surry-hills,"Low-credit livestreams,Pilates,Livestream pilates","Address(address_line0=null, address_line1=16 Foster Street, address_line2=Level 1, Suite 102, city=Surry Hills, state=null, zip_code=2010)",35101,LagreeFIT (Previously Physicore),Surry Hills,5000+,4.868663
tribe-bangkok,Strength Training,"Address(address_line0=, address_line1=973 Ploenchit Road Lumpini, address_line2=President Tower (G/F), Ploenchit, city=Bangkok, state=, zip_code=10250)",44169,TRIBE,,5000+,4.7625046
kx-pilates-bondi-junction,Pilates,"Address(address_line0=, address_line1=4/360 Oxford St, address_line2=, city=Bondi Junction, state=, zip_code=2022)",37754,KX Pilates,Bondi Junction,5000+,4.817806
fairmont-fitness-and-willow-stream-spa-fitness-singapore,"Gym Time,Swimming,Pilates,Yoga","Address(address_line0=, address_line1=80 Bras Basah Road, address_line2=, city=Singapore, state=, zip_code=189560)",57308,Fairmont Fitness & Willow Stream Spa,,1000+,4.726125
wildfire-wellness-maroubra,Sauna,"Address(address_line0=, address_line1=496 Malabar Road, address_line2=, city=Maroubra, state=, zip_code=2035)",55338,Wildfire Wellness,,100+,4.8867927
kx-pilates-subiaco,Pilates,"Address(address_line0=, address_line1=8/531 Hay St, address_line2=, city=Subiaco, state=WA, zip_code=6008)",37776,KX Pilates,Subiaco,1000+,4.764734
basecamp-power-yoga-auckland,Yoga,"Address(address_line0=, address_line1=18 Westmoreland St W, Grey Lynn, address_line2=, city=Auckland, state=, zip_code=1021)",49063,Basecamp Power Yoga,,1000+,4.9004793
spring-retreat-bondi-junction,Massage,"Address(address_line0=, address_line1=183 Oxford Street, address_line2=Suite 103, city=Bondi Junction, state=, zip_code=2022)",59301,Spring Retreat,Bondi Junction,500+,4.730711
plank-hq-mermaid-beach,"Pilates,Strength Training","Address(address_line0=, address_line1=7/11 Surfers Avenue , address_line2=, city=Mermaid Beach, state=, zip_code=4218)",44674,Plank HQ,,100+,4.9224806
upstate-studios-torquay,"Low-credit livestreams,Pilates,Livestream pilates,Yoga,Livestream yoga","Address(address_line0=null, address_line1=2A Perkins Place, address_line2=null, city=Torquay, state=null, zip_code=3228)",45754,Upstate Studios,,500+,4.8218265
one-stretching-recovery-centre-wellness-hong-kong,Sports recovery,"Address(address_line0=, address_line1=Winning House, 28 Hollywood Road, Central, address_line2=3/F, city=Hong Kong , state=, zip_code=00000)",60918,One Stretching Recovery Centre ,,100+,4.8607593
absolute-you-amarin-studio-bangkok,"Pilates,Yoga,Cycling","Address(address_line0=Absolute You Amarin, address_line1=Amarin Plaza, Ploenchit Rd, address_line2=Khwaeng Lumphini, Khet Pathum Wan, Krung Thep Maha Nakhon, city=Bangkok, state=null, zip_code=10330)",44213,Absolute You,,5000+,4.710271
ryde-thonglor-center-bangkok,Cycling,"Address(address_line0=, address_line1=251/1 Sukhumvit 55, address_line2=3rd Floor Seenspace, Thonglor Soi 13, Klongton Nua, Wattana, city=Bangkok, state=, zip_code=10110)",43737,RYDE ,,5000+,4.796479
haus-athletics-cross-street-exchange-singapore,"Low-credit livestreams,Livestream strength training","Address(address_line0=, address_line1=18 Cross Street , address_line2=, city=Singapore , state=, zip_code=048423)",72819,Haus Athletics,,5000+,4.789841
space-foundation-byron-bay,"Low-credit livestreams,Livestream barre,Barre,Yoga","Address(address_line0=, address_line1=2b, 144 Jonson Street, address_line2=, city=Byron Bay, state=, zip_code=2481)",49343,Space Foundation,,500+,4.7962646
be-one-yoga-darlinghurst,Yoga,"Address(address_line0=, address_line1=20 Hargrave St, address_line2=, city=Darlinghurst, state=, zip_code=2010)",34927,Be One Yoga,Darlinghurst,5000+,4.801087
hit45-hong-kong,"Free livestreams,Livestream meditation,Low-credit livestreams,Livestream prenatal,Livestream barre,Livestream HIIT,Livestream pilates,Strength Training,Livestream strength training,Livestream cycling,Livestream stretching,Livestream boxing,Livestream experiences,Livestream yoga,Livestream dance","Address(address_line0=, address_line1=20 Stanley Street, address_line2=1/F, Abdoolally House, city=Hong Kong, state=, zip_code=999077)",42711,Hit45,,5000+,4.722464
barrys-raffles-place-singapore,"Free livestreams,Low-credit livestreams,Livestream HIIT,Strength Training,Running","Address(address_line0=, address_line1=18 Robinson Road, address_line2=#03-03, city=Singapore, state=, zip_code=048547)",55877,Barry's,,5000+,4.741336
the-right-spot-hong-kong,"Facial,Massage,Pedicure,Manicure,Hair removal","Address(address_line0=, address_line1=20 Stanley Street, address_line2=5/F, city=Hong Kong, state=, zip_code=000)",48618,The Right Spot,,5000+,4.63976
kulture-studios-singapore,"Dance,Strength Training","Address(address_line0=, address_line1=#02-05 Kallang Wave Mall, 1 Stadium Pl, address_line2=, city=Singapore, state=, zip_code=397628)",48588,Kulture Studios,,5000+,4.78959
topfit-lyndhurst-terrace-central,"Dance,Barre,Pilates,Strength Training","Address(address_line0=6/F, address_line1=8 Lyndhurst Terrace, address_line2=, city=Central, state=, zip_code=0000)",43684,TOPFIT,,5000+,4.7026815
power-living-bondi-beach,Yoga,"Address(address_line0=, address_line1=2A Jaques Ave, address_line2=, city=Bondi Beach, state=, zip_code=2026)",38982,Power Living,Bondi Beach,5000+,4.8109717
the-studio-physio-pilates-rozelle,"Barre,Pilates,Strength Training","Address(address_line0=, address_line1=2/661 Darling St, address_line2=, city=Rozelle, state=, zip_code=2039)",35320,The Studio. Physio & Pilates,Rozelle,1000+,4.887279
love-athletica-windsor,Pilates,"Address(address_line0=, address_line1=5 Victoria Street, address_line2=, city=Windsor, state=, zip_code=3181)",68401,Love Athletica,,1000+,4.893452
urban-spring-pilates-corner-studio-bangsar-kuala-lumpur,"Low-credit livestreams,Livestream barre,Livestream pilates","Address(address_line0=, address_line1=57-1, Jalan Bangkung, Bukit Bandaraya, address_line2=Bangsar, city=Kuala Lumpur, state=, zip_code=59100)",43646,Urban Spring Pilates,,5000+,4.6849523
the-upbeat-bondi,"Dance,Low-credit livestreams,Boxing,Strength Training,Yoga,Outdoors,Livestream dance","Address(address_line0=, address_line1=204 Bondi Rd, address_line2=, city=Bondi, state=, zip_code=2026)",34739,The Upbeat,Bondi Beach,5000+,4.7983656
absolute-you-downtown-gallery-singapore,Cycling,"Address(address_line0=, address_line1=Downtown Gallery, address_line2=#02-01, city=Singapore, state=, zip_code=068815)",44327,Absolute You,,5000+,4.787761
nafas-yoga-kuala-lumpur,"Pilates,Yoga,Prenatal","Address(address_line0=, address_line1=11A Jalan Tun Mohd Fuad 3, address_line2=, city=Kuala Lumpur, state=, zip_code=60000)",56532,Nafas Yoga,,1000+,4.813265
haus-athletics-oue-dtg-singapore,Strength Training,"Address(address_line0=, address_line1=OUE Downtown Gallery, 6a Shenton Way, address_line2=#02 - 03 , city=Singapore, state=, zip_code=068815)",41446,Haus Athletics,,5000+,4.8286185
absolute-you-the-centrepoint-singapore,"Pilates,Yoga,Cycling","Address(address_line0=null, address_line1=176 Orchard Rd, The Centrepoint, Singapore 238843, address_line2=#04-101, city=Singapore, state=null, zip_code=238843)",44328,Absolute You,,5000+,4.7683887
zama-yoga-toowong,Yoga,"Address(address_line0=null, address_line1=29/27 High St, address_line2=null, city=Toowong, state=null, zip_code=4066)",32380,Zama Yoga Toowong,Toowong,1000+,4.705242
fitorange-kuala-lumpur,Sports recovery,"Address(address_line0=, address_line1=Plaza Damas 3, B-0-1, Jalan Sri Hartamas 1, Taman Sri Hartamas, address_line2=, city=Kuala Lumpur, state=, zip_code=50480)",42756,FitOrange,,500+,4.628483
the-playground-fitness-kuala-lumpur,"Livestream HIIT,Strength Training,Livestream experiences","Address(address_line0=, address_line1=Nadi Bangsar Retail Level 2, 6, Jalan Tandok, 59100 Kuala Lumpur, address_line2=, city=Kuala Lumpur, state=, zip_code=59100)",43244,The Playground Fitness,,5000+,4.7351065
kx-pilates-randwick,Pilates,"Address(address_line0=, address_line1=1/34 St Pauls St, address_line2=, city=Randwick, state=, zip_code=2031)",37756,KX Pilates,Randwick,5000+,4.8184333
sweatspa-publika-kuala-lumpur,Sauna,"Address(address_line0=null, address_line1=D3 - G4, 1, No.1, Jalan Dutamas, Solaris Dutamas, 50480 Kuala Lumpur, address_line2=null, city=Kuala Lumpur, state=null, zip_code=50480)",73112,Sweatspa ,,100+,4.771739
vicious-cycle-kensington-sydney,"Free livestreams,Livestream meditation,Low-credit livestreams,Livestream prenatal,Livestream barre,Livestream HIIT,Pilates,Livestream pilates,Strength Training,Cycling,Livestream strength training,Livestream cycling,Livestream stretching,Livestream boxing,Livestream experiences,Livestream yoga,Livestream dance","Address(address_line0=, address_line1=LG, 27 Park St, address_line2=, city=Sydney, state=, zip_code=2000)",33387,Vicious Cycle,CBD,5000+,4.80403
sweatspa-atria-shopping-gallery-petaling-jaya,Sauna,"Address(address_line0=null, address_line1=F41, Atria Shopping Gallery, Jalan SS 22/23, Damansara Jaya, address_line2=null, city=Petaling Jaya, state=null, zip_code=47400)",73110,Sweatspa,,100+,4.83
raw-power-yoga-albion,Yoga,"Address(address_line0=null, address_line1=97 Sandgate Rd, address_line2=null, city=Albion, state=QLD, zip_code=4010)",32387,Raw Power Yoga,Albion,500+,4.827529
kx-pilates-norwood,Pilates,"Address(address_line0=, address_line1=104 The Parade, address_line2=, city=Norwood, state=SA, zip_code=5067)",37758,KX Pilates,Norwood,500+,4.8424506
united-ride-kx-cycle-richmond-cremorne,"Pilates,Cycling","Address(address_line0=, address_line1=1/110 Swan St, address_line2=, city=Cremorne, state=, zip_code=3121)",34062,United Ride,Richmond,5000+,4.7969785
damai-studio-and-cafe-kuala-lumpur,"Livestream meditation,Low-credit livestreams,Pilates,Yoga,Livestream yoga","Address(address_line0=, address_line1=23, Jalan Damai, address_line2=, city=Kuala Lumpur, state=, zip_code=55000)",51743,Damai Studio and Cafe,,1000+,4.7677183
parkroyal-on-beach-road-wellness-singapore,"Facial,Massage","Address(address_line0=, address_line1=7500 Beach Road, address_line2=Level 4, city=Singapore, state=, zip_code=199591)",64136,PARKROYAL on Beach Road ,,500+,4.709443
core-focus-pilates-subiaco,Pilates,"Address(address_line0=, address_line1=3/67 Coghlan Road, address_line2=, city=Subiaco, state=, zip_code=6008)",35498,Core Focus Pilates Subiaco,Subiaco,1000+,4.7455573
thonglor-crossfit-bangkok,Strength Training,"Address(address_line0=, address_line1=74 Sukhumvit 51, Sukhumvit Road, address_line2=, city=Bangkok, state=, zip_code=10110)",48050,Thonglor CrossFit,,1000+,4.8779263
bend-fly-west-end,"Aerial,Barre,Yoga","Address(address_line0=, address_line1=1/208 Montague Road , address_line2=, city=West End, state=, zip_code=4121)",59257,Bend + Fly,,100+,4.757143
kx-pilates-glenelg,Pilates,"Address(address_line0=, address_line1=738/740 Anzac Hwy, address_line2=Enter via Ashton Street, city=Glenelg, state=, zip_code=5045)",37780,KX Pilates,Glenelg,500+,4.873385
kx-pilates-double-bay,Pilates,"Address(address_line0=, address_line1=401-407 New South Head Rd, address_line2=Suite 1, city=Double Bay, state=, zip_code=2028)",40230,KX Pilates,Double Bay,5000+,4.8560796
agoga-bondi,"Low-credit livestreams,Livestream HIIT,Strength Training","Address(address_line0=, address_line1=164 Bondi Rd, address_line2=, city=Bondi, state=, zip_code=2026)",34768,AGOGA,Bondi Beach,5000+,4.886549
core-collective-auckland,Pilates,"Address(address_line0=, address_line1=90 Wellesley Street, address_line2=, city=Auckland , state=, zip_code=1010)",46899,Core Collective,,5000+,4.877952
divine-yoga-bangkok,"Dance,Stretching,Boxing,Pilates,Strength Training,Yoga","Address(address_line0=, address_line1=283/40 Home Place Building, address_line2=13 Khwaeng Khlong Tan Nuea, Khet Watthana, Krung Thep Maha Nakhon, city=Bangkok, state=, zip_code=10110)",48164,Divine Yoga,,1000+,4.7883625
yoga-213-richmond,Yoga,"Address(address_line0=, address_line1=97 Swan St, address_line2=Level 1, city=Richmond, state=, zip_code=3121)",35606,YOGA 213,Richmond,5000+,4.834433
elements-studios-woolloongabba,Yoga,"Address(address_line0=, address_line1=64 Logan Road, address_line2=, city=Woolloongabba, state=, zip_code=4102)",60113,Elements Studios,,100+,4.8640776
kx-pilates-brighton-sa,Pilates,"Address(address_line0=, address_line1=426 Brighton Rd, address_line2=, city=Brighton, state=, zip_code=5048)",41536,KX Pilates,Brighton,500+,4.9141564
hiit45-training-wembley,"Free livestreams,Boxing,Strength Training,Yoga","Address(address_line0=null, address_line1=4/149 Herdsman Parade, address_line2=null, city=Wembley, state=null, zip_code=6014)",32744,HIIT45 Training,Wembley,1000+,4.8444877
bespoke-fitness-singapore,Strength Training,"Address(address_line0=, address_line1=21 Media Cir, address_line2=#01-06, city=Singapore, state=null, zip_code=138562)",41546,Bespoke Fitness,,5000+,4.833371
beach-fit-bondi-bondi-beach,Strength Training,"Address(address_line0=, address_line1=147 Curlewis St, address_line2=, city=Bondi Beach, state=, zip_code=2026)",33988,Beach Fit Bondi,Bondi Beach,5000+,4.7515693
upstate-studios-geelong-geelong-vic,"Low-credit livestreams,Barre,Pilates,Livestream pilates,Strength Training,Yoga,Cycling","Address(address_line0=null, address_line1=205 Moorabool Street, address_line2=null, city=Geelong VIC, state=null, zip_code=3220)",45886,Upstate Studios,,100+,4.7711864
balletbody-singapore,Dance,"Address(address_line0=null, address_line1=24A Pagoda St, address_line2=null, city=Singapore, state=null, zip_code=059186)",47989,BalletBody,,5000+,4.8650246
westretch-central-hong-kong,"Massage,Sports recovery","Address(address_line0=13/F Wong Chung Ming Commercial House, address_line1=16 Wyndham Street Central, address_line2=, city=Hong Kong, state=, zip_code=0)",48934,weStretch,,1000+,4.657905
fort-gyms-kuala-lumpur,Strength Training,"Address(address_line0=P-01-19, Tropicana Avenue, address_line1=12 Persiaran Tropicana, address_line2=Petaling Jaya, Selangor, city=Kuala Lumpur , state=, zip_code=47410)",43414,Fort Gyms,,5000+,4.7284813
yab-yum-yoga-victoria-park,"Meditation,Yoga","Address(address_line0=, address_line1=484 Albany Hwy, address_line2=, city=Victoria Park, state=, zip_code=6100)",35699,Yab Yum Yoga,Victoria Park,1000+,4.8291945
merican-muay-thai-kuala-lumpur,"Low-credit livestreams,Livestream HIIT,Martial Arts","Address(address_line0=, address_line1=Mont Kiara, 3-3A, Jalan Solaris,, address_line2=Solaris Mont Kiara, 50480 Kuala Lumpur, city=Kuala Lumpur, state=, zip_code=50480)",42972,Merican Muay Thai,,1000+,4.8553267
absolute-you-2-millenia-walk-singapore-kfui,"Pilates,Cycling","Address(address_line0=, address_line1=9 Raffles Boulevard, address_line2=Millenia Walk, city=Singapore, state=, zip_code=039596)",63978,Absolute You 2 ,,1000+,4.8042884
hustle-boxing-potts-point,"Low-credit livestreams,Boxing,Strength Training,Livestream strength training","Address(address_line0=, address_line1=176 Victoria Street, address_line2=, city=Potts Point, state=, zip_code=2011)",71855,Hustle Boxing,,1000+,4.85961
lightsout-sheung-wan-hong-kong,"Boxing,Strength Training","Address(address_line0=, address_line1=11F, The Pemberton, , address_line2=22-26 Bonham Strand, Sheung Wan, Hong Kong, city=Hong Kong, state=, zip_code=999077)",42952,LIGHTS//OUT - Sheung Wan,,5000+,4.79242
fitness-xo-richmond,"Low-credit livestreams,Strength Training,Livestream strength training","Address(address_line0=, address_line1=377 Bridge Rd, address_line2=, city=Richmond, state=, zip_code=3121)",38271,Fitness XO,Richmond,5000+,4.8962283
soul-centre-southport-qld,"Barre,Pilates,Yoga","Address(address_line0=The Brickworks , address_line1=3 Brolga Ave , address_line2=, city=Southport QLD, state=, zip_code=4215)",45989,Soul Centre,,100+,4.855478
humming-puppy-redfern,Yoga,"Address(address_line0=Levels 1 & 2/, address_line1=146 Abercrombie St, address_line2=, city=Redfern, state=, zip_code=2016)",33817,Humming Puppy,Redfern,5000+,4.7540383
proactive-pilates-scarborough,Pilates,"Address(address_line0=, address_line1=18 Brighton Road, address_line2=, city=Scarborough, state=, zip_code=6019)",35355,Proactive Pilates,Scarborough,1000+,4.688463
1nfinite-academy-singapore,"Low-credit livestreams,Boxing,Strength Training,Livestream strength training,Livestream boxing","Address(address_line0=, address_line1=1nfinite Academy @ 17B Circular Road, address_line2=3rd Floor, city=Singapore, state=, zip_code=04937)",61910,1nfinite Academy,,1000+,4.8811164
ministry-of-burn-damansara-height-kuala-lumpur,"Low-credit livestreams,Rowing,Strength Training,Livestream strength training,Livestream cycling,Cycling","Address(address_line0=, address_line1=27-1, Jalan Medan Setia 1, Bukit Damansara, address_line2=, city=Kuala Lumpur, state=, zip_code=50490)",56541,Ministry of Burn ,,1000+,4.713201
